show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4230,Movie,Bill Hicks: One Night Stand,John Fortenberry,Bill Hicks,United Kingdom,"December 31, 2018",1991,TV-MA,28 min,Stand-Up Comedy,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
s4232,Movie,Bill Hicks: Relentless,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1992,TV-MA,61 min,Stand-Up Comedy,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
s4233,Movie,Bill Hicks: Revelations,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1993,TV-MA,56 min,Stand-Up Comedy,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
s4234,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",Bill Hicks,United States,"December 31, 2018",1989,TV-MA,81 min,Stand-Up Comedy,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
s4238,Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,Sam Kinison,United States,"December 31, 2018",1987,TV-MA,50 min,Stand-Up Comedy,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
s4239,Movie,Sam Kinison: Family Entertainment Hour,Walter C. Miller,Sam Kinison,United States,"December 31, 2018",1991,TV-MA,49 min,Stand-Up Comedy,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
s4240,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,Sam Kinison,United States,"December 31, 2018",1991,TV-MA,71 min,Stand-Up Comedy,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
s4244,Movie,The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe,"Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Yuhei Takagi, Maaya Sakamoto, Tomokazu Sugita, Tsubasa Yonaga, Haruka Tomatsu, Reiko Suzuki, Akio Otsuka, Toshiyuki Morikawa, Yoko Hikasa, Toru Sakurai, Masuo Amada, Takaya Kuroda, Silk Road",Japan,"December 31, 2018",2018,TV-14,100 min,"Action & Adventure, Anime Features, International Movies","The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
s4245,Movie,Tim Allen: Men Are Pigs,Ellen Brown,Tim Allen,United States,"December 31, 2018",1990,TV-MA,30 min,Stand-Up Comedy,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
s4250,Movie,Tom Papa Live in New York City,Rob Zombie,Tom Papa,United States,"December 31, 2018",2011,TV-14,57 min,Stand-Up Comedy,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
s4268,Movie,Bad Seeds,Kheiron,"Kheiron, Catherine Deneuve, André Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic","France, Belgium","December 21, 2018",2018,TV-MA,105 min,"Comedies, Dramas, International Movies","Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
s4269,Movie,Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,"December 21, 2018",2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
s4279,Movie,Aggretsuko: We Wish You a Metal Christmas,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho",Japan,"December 20, 2018",2018,TV-PG,22 min,Movies,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
s4282,Movie,Lang Tong,Sam Loh,"William Lawandi, Angeline Yap, Vivienne Tseng, Esther Goh, Alan Tan",Singapore,"December 20, 2018",2015,TV-MA,82 min,"International Movies, Thrillers","After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
s4283,Movie,Miss J Contemplates Her Choice,Jason Lai,"Kit Chan, Xiang Yun, Bobby Tonelli, Shane Pow, Seraph Sun, Marcus Chiau, Sierra Bustos, Amy Cheng, Lin Yu Hui, Youyi",Singapore,"December 20, 2018",2014,TV-MA,89 min,"Dramas, International Movies, Thrillers",The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
s4290,Movie,Dragons: Dawn of the Dragon Racers,"Elaine Bogan, John Sanford","Jay Baruchel, America Ferrera, Zack Pearlman, Christopher Mintz-Plasse, T.J. Miller, Andree Vermeulen",United States,"December 16, 2018",2014,TV-PG,27 min,"Children & Family Movies, Comedies","The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
s4331,Movie,Accident,Cheang Pou Soi,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok",Hong Kong,"December 1, 2018",2009,TV-MA,87 min,"International Movies, Thrillers",A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
s4340,Movie,Faraar,Baljit Singh Deo,"Kainaat Arora, Jaggi Singh, Gippy Grewal",Australia,"December 1, 2018",2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
s4346,Movie,Once a Gangster,Felix Chong,"Ekin Cheng, Jordan Chan, Alex Fong, Michelle Ye, On-on Yu, Wilfred Lau, Conroy Chan",Hong Kong,"December 1, 2018",2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies","Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose."
s4349,Movie,SDU: Sex Duties Unit,Gary Mak,"Chapman To, Shawn Yue, Matt Chow, Kwok Cheung Tsang",Hong Kong,"December 1, 2018",2013,TV-MA,96 min,"Comedies, International Movies",Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.
s4356,Movie,Happy as Lazzaro,Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi López, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi","Italy, Switzerland, France, Germany","November 30, 2018",2018,PG-13,127 min,"Dramas, Independent Movies, International Movies","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."
s4365,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre","Tara Strong, Andrea Libman, Ashleigh Ball, Cathy Weseluck, Tabitha St. Germain, John de Lancie, Sam Vincent, Garry Chalk",United States,"November 25, 2018",2018,TV-Y,44 min,Children & Family Movies,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents."
s4370,Movie,The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,"November 22, 2018",2018,TV-PG,104 min,"Children & Family Movies, Comedies","After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick."
s4378,Movie,Trevor Noah: Son of Patricia,David Paul Meyer,Trevor Noah,United States,"November 20, 2018",2018,TV-MA,64 min,Stand-Up Comedy,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special."
s4384,Movie,Nothing to Hide,Fred Cavayé,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz, Grégory Gadebois, Doria Tillier, Roschdy Zem, Fleur Fitoussi","France, Belgium","November 16, 2018",2018,TV-MA,94 min,"Comedies, Dramas, International Movies","To spice up a dinner party, old friends agree to share every private message that pops up on their phones – with disastrous results."
s4386,Movie,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",United States,"November 16, 2018",2018,R,133 min,"Comedies, Dramas","Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier."
s4398,Movie,BuyBust,Erik Matti,"Anne Curtis, Brandon Vera, Victor Neri, Arjo Atayde, Levi Ignacio, Alex Calleja, Lao Rodriguez, Joross Gamboa, Ricky Pascua, Nonie Buencamino",Philippines,"November 13, 2018",2018,TV-MA,128 min,"Action & Adventure, International Movies","In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night."
s4403,Movie,Lommbock,Christian Zübert,"Lucas Gregorowicz, Moritz Bleibtreu, Louis Hofmann, Wotan Wilke Möhring, Alexandra Neldel, Melanie Winigir, Mavie Hörbiger, Dar Salim, Elmar Wepper, Antoine Monot Jr.",Germany,"November 9, 2018",2017,TV-MA,106 min,"Comedies, International Movies","After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things."
s4405,Movie,Outlaw King,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","United Kingdom, United States","November 9, 2018",2018,R,122 min,"Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule."
s4527,Movie,Pulang,Kabir Bhatia,"Puteri Aishah, Remy Ishak, Alvin Wong",Malaysia,"October 8, 2018",2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse."
s4534,Movie,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,"October 5, 2018",2018,R,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece."
s4540,Movie,Death Race: Beyond Anarchy,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden","United States, Bulgaria","October 2, 2018",2017,R,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
s4548,Movie,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland",United Kingdom,"October 2, 2018",1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
s4553,Movie,Monty Python's Life of Brian,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",United Kingdom,"October 2, 2018",1979,R,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",United Kingdom,"October 2, 2018",1989,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
s4558,Movie,A Witches' Ball,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",Canada,"October 1, 2018",2017,PG,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast."
s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Nicole Oliver",United States,"October 1, 2018",2018,TV-Y,44 min,Children & Family Movies,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
s4643,Movie,The Land of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,"September 14, 2018",2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies","After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life."
s4647,Movie,On My Skin,Alessio Cremonini,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",Italy,"September 12, 2018",2018,TV-MA,100 min,"Dramas, International Movies","Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events."
s4650,Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,"September 11, 2018",2018,TV-MA,123 min,"Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance."
s4660,Movie,The Most Assassinated Woman in the World,Franck Ribière,"Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Belgium, United Kingdom, United States","September 7, 2018",2018,TV-MA,102 min,"Dramas, International Movies, Thrillers","In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."
s4662,Movie,The Debt Collector,Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States","September 3, 2018",2018,TV-MA,96 min,Action & Adventure,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
